Percent Elevated Lead Cases,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,One race - Some other race,Two or more races,Hispanic or Latino origin (of any race),"White alone, not Hispanic or Latino",Median Income,Population for whom poverty status is determined - Below 100 percent of the poverty level
0.9615384615384616,95.1,0.5,2.0,0.0,0.0,1.0,1.3,0.8,94.7,27934,16.9
0.0,95.1,1.8,0.0,1.1,0.0,0.7,1.3,1.9,94.7,30665,16.6
0.8092307692307692,93.4,0.7,1.7,3.8,0.0,0.0,0.5,0.3,93.1,37708,4.1
0.0,97.2,0.1,0.1,0.1,0.0,0.0,2.6,0.3,96.8,22625,21.7
2.2114285714285713,94.3,3.9,0.2,0.3,0.0,0.3,1.0,1.2,93.6,31393,20.3
0.8525,95.1,0.8,0.0,0.7,0.0,3.2,0.2,2.0,93.9,30092,6.8
0.0,98.3,0.7,0.0,0.7,0.0,0.0,0.3,0.2,98.2,25000,17.5
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28512,10.8
1.3233333333333333,98.1,0.5,0.5,0.0,0.0,0.2,0.6,2.3,96.2,23980,12.3
0.0,98.1,0.1,0.7,0.6,0.0,0.1,0.5,0.1,98.1,28598,13.2
0.4523076923076923,44.1,42.4,0.0,0.0,0.0,12.9,0.6,16.5,40.6,23074,14.0
0.0,87.9,0.5,0.6,1.5,5.6,0.0,3.8,1.1,87.2,26964,23.0
0.0,94.0,1.9,0.0,0.4,0.0,1.1,2.7,4.0,92.7,29447,13.4
1.7358333333333331,98.4,0.1,0.0,0.8,0.0,0.0,0.6,0.8,98.2,23179,16.8
1.9815384615384617,97.1,0.4,0.9,0.0,0.0,0.0,1.6,1.8,96.6,24890,12.2
0.0,98.5,0.2,0.0,1.3,0.0,0.0,0.0,0.0,98.5,36771,12.4
4.1659999999999995,70.9,4.8,14.8,0.2,0.0,0.9,8.4,1.3,69.8,24668,16.7
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37750,13.3
0.0,98.6,0.6,0.2,0.2,0.0,0.0,0.5,0.2,98.6,32200,2.8
0.2026315789473684,94.8,1.2,0.2,1.1,0.0,0.6,2.1,2.8,93.1,22638,15.2
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29375,14.5
0.45499999999999996,91.7,2.5,0.2,0.7,0.0,1.6,3.3,5.9,90.6,28398,8.3
0.0,87.9,5.0,0.4,0.4,0.0,2.1,4.3,3.6,87.0,28333,4.0
0.0,62.9,34.2,0.3,2.6,0.0,0.0,0.0,0.5,62.4,16538,45.1
0.0,77.9,15.3,0.4,0.4,0.0,4.3,1.7,6.5,76.7,25208,22.6
2.08375,90.4,6.7,0.5,0.0,0.0,2.4,0.0,2.4,90.4,20063,12.3
1.1907142857142858,98.7,0.0,0.9,0.0,0.0,0.0,0.4,0.0,98.7,22725,37.8
0.9838461538461538,96.6,0.0,0.0,0.0,0.0,1.9,1.5,4.0,95.8,32317,13.1
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,99.3,25810,22.6
0.0,97.5,0.2,0.0,0.0,0.0,0.0,2.4,0.0,97.5,32117,4.5
0.0,86.4,0.0,0.0,0.0,0.0,7.1,6.5,13.6,86.4,25069,28.9
0.0,94.9,1.1,0.4,2.4,0.0,0.1,1.1,1.3,94.4,39638,8.1
0.0,98.6,0.0,0.0,1.4,0.0,0.0,0.0,0.5,98.0,22500,7.0
0.32083333333333336,97.4,0.0,2.3,0.0,0.0,0.1,0.2,0.3,97.1,21135,24.4
0.0,96.5,0.2,0.5,0.0,0.0,0.4,2.3,4.5,93.9,22412,34.4
0.0,98.9,0.4,0.0,0.0,0.0,0.3,0.4,0.7,98.6,31438,3.0
3.5714285714285716,95.6,0.5,0.3,0.0,0.0,0.2,3.4,3.6,94.4,25643,11.3
0.0,93.8,0.0,0.0,0.0,0.0,6.2,0.0,6.2,93.8,23533,44.8
0.7775,97.3,0.7,0.0,1.0,0.1,0.0,0.8,0.8,96.8,30646,13.5
0.0,98.9,0.0,0.2,0.0,0.0,0.3,0.6,2.2,97.2,23370,24.4
1.0207142857142857,99.2,0.0,0.0,0.8,0.0,0.0,0.0,1.3,97.9,32097,13.4
0.3076923076923077,94.9,2.7,0.6,0.2,0.0,0.7,0.9,1.0,94.6,32818,15.5
1.6825,94.7,0.1,1.2,0.0,0.0,0.0,4.0,4.7,90.0,19677,29.1
0.0,94.7,1.6,0.1,0.5,0.0,1.6,1.5,2.8,93.6,30472,10.7
0.0,93.1,0.0,0.0,4.3,0.7,0.0,1.8,1.0,92.8,35500,10.6
0.0,98.5,0.1,0.0,1.0,0.0,0.0,0.3,0.5,98.0,32733,14.9
1.4289999999999998,96.1,1.4,0.0,0.1,0.0,0.0,2.5,0.0,96.1,26458,12.0
0.0,95.6,0.0,0.0,0.5,0.0,1.6,2.3,1.9,95.0,24478,8.8
0.0,95.5,0.1,0.0,0.2,0.1,0.1,4.0,4.0,92.7,28698,8.8
2.5,82.3,0.0,0.0,3.3,0.0,0.0,14.4,0.0,82.3,31985,0.0
0.0,91.7,4.1,0.3,0.6,0.0,0.3,3.0,2.0,90.4,28057,13.2
0.0,83.4,2.8,0.0,1.1,0.0,6.6,6.1,12.6,80.2,26146,10.2
0.0,98.2,0.0,0.0,0.0,0.0,0.0,1.8,0.0,98.2,31417,2.4
4.55,95.0,0.3,0.2,2.5,0.0,0.0,2.0,1.5,93.5,36674,9.4
0.3448275862068966,99.3,0.0,0.0,0.3,0.0,0.3,0.2,3.5,96.0,34823,14.7
0.0,97.0,0.2,0.0,0.3,0.0,0.0,2.4,0.2,96.8,29732,9.1
0.5681818181818182,95.9,1.3,0.5,0.0,0.0,1.2,1.1,0.7,95.5,31458,7.3
0.51,98.0,1.0,0.3,0.2,0.0,0.1,0.5,0.7,97.5,31483,3.6
2.54,97.2,0.9,0.4,0.2,0.0,0.3,0.9,0.7,97.1,27854,12.1
0.0,97.2,0.8,0.3,0.2,0.0,0.7,0.7,2.2,96.0,35739,7.5
0.0,96.7,0.8,0.4,0.2,0.0,0.8,1.1,3.2,94.4,26926,12.5
0.8009999999999999,99.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,99.5,24574,27.1
0.44466666666666665,98.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,98.4,37159,5.6
8.335,93.7,2.5,0.1,0.9,0.0,0.7,2.1,3.0,91.3,22800,18.1
0.7692307692307693,91.0,6.7,0.5,0.9,0.0,0.0,1.0,0.7,90.5,29323,15.8
0.0,93.7,3.3,0.1,1.0,0.0,0.1,1.8,5.0,90.4,29770,10.0
0.4633333333333333,98.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,98.4,31649,36.1
0.0,96.0,0.5,0.5,0.4,0.0,0.7,1.8,2.2,95.1,30665,12.4
0.0,97.6,0.0,1.3,0.0,0.0,1.2,0.0,1.2,97.6,35875,7.4
0.8153333333333334,89.8,0.2,1.0,0.6,0.0,8.3,0.1,12.5,85.5,30528,2.5
0.0,96.7,0.3,0.2,0.1,0.0,1.0,1.6,3.6,94.4,24578,22.8
0.0,99.5,0.0,0.1,0.0,0.0,0.0,0.4,0.0,99.5,31016,7.6
7.74,99.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,98.4,24250,13.7
0.0,93.6,1.1,0.1,2.4,0.0,0.2,2.6,3.2,91.0,28379,12.3
0.6900000000000001,97.1,0.9,0.0,0.3,0.0,0.1,1.6,1.4,96.3,24507,16.2
0.0,95.7,0.0,0.5,1.8,0.0,0.0,2.0,0.5,95.7,31327,11.8
0.0,95.1,0.6,0.0,1.3,0.1,0.6,2.2,1.8,95.0,31036,8.6
0.0,96.0,0.1,0.1,0.6,0.0,0.9,2.3,2.2,96.0,28250,6.2
1.1908333333333332,98.5,0.0,0.8,0.0,0.0,0.0,0.7,1.2,97.7,33897,11.6
0.5710714285714286,98.4,0.1,0.9,0.0,0.0,0.0,0.6,0.3,98.1,31591,8.6
0.9521428571428572,97.3,0.1,0.3,0.7,0.0,0.1,1.5,1.0,96.7,26604,16.7
0.0,93.6,3.6,1.3,0.1,0.0,0.0,1.4,0.4,93.5,34865,11.8
0.0,87.7,6.1,0.2,2.2,0.0,0.2,3.5,2.9,85.4,37196,8.7
0.2846153846153846,98.0,0.2,0.1,0.0,0.0,1.6,0.1,5.8,93.8,30684,10.1
1.2999999999999998,97.1,0.5,0.0,0.0,0.0,0.5,1.9,2.8,94.8,31094,8.2
0.0,95.0,4.1,0.0,0.0,0.0,0.0,0.9,0.0,95.0,35265,36.3
0.0,97.3,0.6,0.1,1.1,0.0,0.0,0.9,0.6,96.8,35198,3.4
1.9842857142857142,97.6,0.0,0.2,0.4,0.0,0.0,1.8,3.4,94.4,38085,6.0
1.1793333333333333,99.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,99.3,17939,33.1
1.1960000000000002,99.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,99.7,30787,18.2
0.0,96.1,0.6,0.0,0.7,0.0,0.4,2.1,0.6,96.0,27388,17.2
0.0,99.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,99.4,29000,31.4
1.375,92.4,3.3,0.0,0.0,0.0,0.0,4.3,1.9,90.5,31909,2.6
0.695,88.0,7.9,0.2,0.3,0.0,1.0,2.6,2.4,87.0,29580,11.2
2.4033333333333333,66.2,18.7,7.2,5.4,0.0,0.0,2.5,4.2,62.0,25698,12.7
1.1908333333333332,99.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,99.7,29375,5.9
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33512,0.0
0.0,92.7,2.4,0.2,1.5,0.0,1.1,2.1,4.3,90.5,21199,20.6
0.0,97.2,0.1,0.0,0.4,0.0,0.0,2.3,0.7,96.5,24340,14.5
0.6941666666666667,95.6,0.2,0.0,1.2,0.0,0.0,3.0,0.3,95.3,35103,11.5
0.5882352941176471,96.5,0.1,0.1,0.6,0.0,0.0,2.7,2.7,94.8,28141,14.7
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,98.2,26250,11.3
1.7116666666666667,96.8,0.6,0.0,0.4,0.0,0.4,1.8,2.1,95.3,25274,10.6
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25347,21.2
1.15625,95.4,3.6,0.4,0.0,0.0,0.6,0.0,2.3,93.9,26106,9.9
0.42,95.7,1.6,0.1,0.0,0.0,2.0,0.6,4.2,93.7,22196,26.9
1.6414285714285712,99.4,0.3,0.0,0.0,0.1,0.0,0.2,0.8,98.8,27517,11.8
0.9592857142857143,94.3,0.8,0.9,0.4,0.0,0.4,3.2,3.4,92.4,25668,9.8
1.299090909090909,97.5,0.7,0.0,0.0,0.0,1.3,0.5,7.9,91.4,29306,9.7
8.335,94.1,1.9,0.1,1.6,0.0,0.2,2.0,1.8,92.5,27032,11.9
0.0,98.0,0.1,0.3,0.6,0.2,0.1,0.7,0.9,97.5,42348,4.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25366,5.8
0.0,95.9,0.0,1.1,0.0,0.0,0.0,3.0,3.6,95.0,26071,10.9
1.71,98.7,0.0,0.0,0.2,0.0,0.4,0.6,0.4,98.7,34095,12.2
0.0,92.2,2.6,0.0,0.0,0.0,0.0,5.2,0.0,92.2,21797,5.4
1.625,98.3,0.0,0.0,0.0,0.0,0.1,1.6,1.2,97.2,28545,14.0
0.0,96.9,0.5,0.8,0.6,0.0,0.3,0.8,1.5,95.6,31832,7.8
0.7142857142857143,87.7,0.6,0.2,0.9,0.0,1.6,9.0,10.0,84.6,30853,12.3
0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,32396,22.5
1.3122222222222222,94.4,0.0,0.0,3.6,0.0,0.2,1.8,1.8,92.8,41192,11.8
0.0,96.3,1.1,0.1,0.2,0.0,0.1,2.2,2.8,93.6,26777,13.9
0.6416666666666667,97.3,0.4,0.2,0.9,0.0,0.0,1.2,0.6,96.7,30340,6.7
0.29615384615384616,97.9,0.0,0.0,0.0,0.0,0.3,1.8,0.3,97.9,29006,17.3
12.0,33.6,51.4,0.5,5.9,0.0,3.2,5.5,11.4,28.1,13309,59.1
6.25,86.0,7.0,1.0,1.2,0.0,0.4,4.3,7.3,81.8,25579,20.6
0.44466666666666665,96.3,0.1,0.1,0.7,0.0,0.2,2.7,1.1,95.5,24085,18.9
1.0,99.4,0.0,0.0,0.0,0.0,0.1,0.5,0.2,99.3,32147,7.5
1.4285714285714286,96.1,0.0,0.0,0.5,0.0,0.0,3.3,0.3,95.9,35403,12.8
9.09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26691,0.0
0.7328571428571429,98.8,0.2,0.5,0.0,0.0,0.0,0.5,0.4,98.4,26998,15.8
0.8888888888888888,97.2,0.2,0.1,0.7,0.1,0.2,1.4,1.5,96.5,26148,14.8
1.13625,97.7,0.0,0.0,0.0,0.0,0.4,1.9,7.3,90.8,26000,25.9
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27857,21.0
0.9090909090909091,99.2,0.0,0.0,0.2,0.0,0.0,0.6,1.0,98.3,26231,15.4
7.14,97.2,0.8,0.0,0.4,0.0,0.1,1.5,0.8,96.6,26196,11.8
1.7533333333333332,94.6,1.6,0.1,0.4,0.0,0.3,3.0,2.8,91.7,24853,20.8
0.8333333333333334,99.1,0.0,0.2,0.0,0.0,0.0,0.8,0.2,98.8,32917,6.2
1.19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,94.6,20192,14.5
0.42769230769230765,98.3,0.2,0.0,0.6,0.0,0.0,0.9,0.7,97.7,26967,12.2
3.485454545454546,98.7,0.0,0.0,0.0,0.0,0.0,1.3,3.9,96.1,26859,25.9
4.271818181818182,98.4,0.9,0.0,0.0,0.0,0.0,0.7,1.0,97.4,26991,13.1
1.153333333333333,98.5,0.4,0.1,0.2,0.0,0.2,0.6,1.0,98.0,23606,16.9
2.856666666666667,98.2,0.0,0.0,0.0,0.0,0.6,1.2,1.5,97.3,22300,12.5
0.8625,92.6,1.6,0.3,3.1,0.0,0.4,2.0,1.8,91.2,30105,10.9
0.8926666666666667,95.8,1.4,0.1,0.6,0.0,0.8,1.4,1.8,95.8,22813,12.0
1.1908333333333332,99.1,0.3,0.0,0.5,0.0,0.0,0.0,0.4,98.7,33651,10.9
2.251875,98.0,0.6,0.5,0.0,0.0,0.1,0.7,1.2,97.0,24895,16.9
3.076363636363636,95.9,1.2,0.6,0.1,0.0,1.2,1.0,0.8,95.7,29148,13.0
1.5313333333333332,99.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,99.8,36139,7.0
1.7014285714285713,96.2,2.4,0.0,0.8,0.0,0.3,0.3,1.7,94.9,28955,8.4
2.679,93.9,0.0,0.0,4.2,0.0,0.0,1.8,2.8,91.1,28438,13.4
2.380714285714286,96.8,1.0,0.0,0.0,0.0,0.3,1.9,0.0,96.8,28243,14.8
0.0,94.3,0.0,0.0,1.1,0.0,2.1,2.6,2.8,93.6,25769,18.3
0.39666666666666667,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.5,99.4,29272,10.8
0.0,85.2,5.4,0.2,4.6,0.0,0.2,4.4,5.6,81.3,16984,10.7
4.846153846153846,97.9,0.6,0.0,0.9,0.0,0.0,0.7,0.0,97.9,31919,9.7
0.6541666666666667,99.2,0.0,0.0,0.1,0.0,0.0,0.7,0.5,98.7,35882,2.5
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26172,5.6
0.0,96.7,0.3,0.0,1.9,0.0,0.4,0.7,2.8,95.8,28796,5.9
1.0687499999999999,99.2,0.8,0.0,0.0,0.0,0.0,0.0,2.1,97.1,37211,7.4
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30500,5.9
2.228,95.0,1.2,0.2,0.8,0.3,1.2,1.2,2.4,94.1,29454,16.4
2.7175,95.6,1.2,0.0,0.0,0.0,0.5,2.7,2.4,93.2,29455,15.3
0.0,98.4,0.2,1.1,0.1,0.0,0.0,0.2,0.9,97.7,25507,19.9
0.30833333333333335,79.5,13.7,0.2,0.5,0.0,3.1,3.0,10.2,73.9,27931,8.1
0.0,97.1,0.0,2.9,0.0,0.0,0.0,0.0,0.0,97.1,19896,23.8
0.0,97.0,0.0,0.0,0.4,0.0,0.0,2.5,0.0,97.0,27083,7.5
0.9892857142857142,82.7,11.1,0.6,2.3,0.0,0.8,2.6,5.5,80.5,14932,10.8
0.6257142857142857,92.3,1.3,0.8,0.1,0.0,0.7,4.9,2.2,92.3,27853,9.0
32.144999999999996,99.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,99.7,29167,13.8
1.6681818181818182,97.6,0.0,0.2,0.9,0.0,0.0,1.3,1.0,96.9,23429,13.8
0.8613333333333333,96.6,1.3,0.0,0.0,0.0,0.1,2.0,0.5,96.2,30618,8.9
4.2090000000000005,93.9,0.5,0.0,3.1,0.0,0.0,2.5,0.0,93.9,27738,15.4
0.0,95.4,3.4,0.0,0.0,0.0,1.2,0.0,11.8,84.8,32250,8.2
4.0280000000000005,94.6,1.4,1.9,0.4,0.3,0.0,1.2,2.7,92.2,27481,17.3
3.1078571428571427,87.1,5.3,0.4,0.0,0.0,0.0,7.1,2.5,85.0,26616,7.1
2.002,95.1,1.7,0.0,0.0,0.0,2.7,0.6,3.0,94.8,28018,20.4
0.0,95.9,0.3,0.0,2.4,0.0,0.6,0.8,2.3,94.2,24609,26.1
0.6486666666666667,90.7,0.8,3.0,0.0,0.0,0.1,5.4,2.1,90.2,31250,10.9
2.0335714285714284,97.9,0.6,0.9,0.0,0.0,0.0,0.6,0.8,97.4,24595,16.6
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26193,11.0
1.6566666666666665,98.8,0.5,0.0,0.2,0.0,0.1,0.5,1.9,97.0,28281,11.4
1.67125,97.0,1.0,0.3,0.8,0.0,0.1,0.8,0.8,96.5,25744,12.6
2.081428571428572,97.7,0.7,0.0,0.5,0.0,0.6,0.6,1.4,97.0,22809,20.6
0.0,98.0,0.5,0.0,1.6,0.0,0.0,0.0,0.0,98.0,23125,5.1
0.9333333333333333,93.8,2.0,0.3,1.8,0.0,0.1,2.1,2.2,92.3,30767,6.8
2.3899999999999997,95.9,0.0,0.0,3.1,0.0,0.0,0.9,3.3,92.6,27300,13.9
1.1119999999999999,96.1,1.2,0.0,0.2,0.0,0.0,2.6,1.6,94.4,23100,12.7
0.8453333333333333,97.9,1.8,0.0,0.0,0.0,0.2,0.1,3.4,95.2,30320,8.2
0.595,96.7,1.1,0.3,1.1,0.0,0.5,0.4,1.1,96.0,21250,20.4
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,98.8,33984,10.5
1.111,99.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,99.1,39271,0.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,97.3,27708,16.2
1.67,94.6,1.3,0.0,0.4,0.0,0.5,3.2,2.4,94.3,26242,18.6
3.4840000000000004,96.7,0.0,0.0,0.0,0.0,1.6,1.8,4.9,95.1,31250,4.4
1.0807692307692307,95.7,1.7,0.3,1.4,0.0,0.0,1.0,5.0,91.1,35586,8.0
0.0,98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,98.8,29464,8.8
0.5475,98.3,0.4,0.0,0.0,0.0,0.7,0.6,0.7,98.3,31335,8.3
4.285833333333333,98.4,0.5,0.0,0.3,0.0,0.1,0.7,1.3,97.9,29375,10.1
2.0414285714285714,98.2,0.5,0.0,0.0,0.0,0.0,1.3,0.4,98.2,22731,15.6
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30240,11.3
0.0,89.6,0.0,0.0,1.3,0.0,0.0,9.1,0.0,89.6,28125,3.9
2.08375,94.3,1.1,0.0,4.6,0.0,0.0,0.0,0.0,94.3,27083,11.5
1.5553333333333332,87.6,0.0,0.0,4.7,0.0,0.0,7.7,0.9,86.7,35714,5.8
1.8124,94.8,0.5,0.1,1.3,0.1,0.0,3.2,1.6,94.5,26754,13.0
0.3475,96.9,0.1,0.2,0.1,0.0,0.6,2.1,0.8,96.9,23630,14.9
2.256666666666667,96.0,1.4,0.0,1.3,0.0,0.0,1.3,7.1,89.6,25114,12.0
0.0,58.7,14.7,0.3,17.1,0.1,4.8,4.4,12.4,52.6,19096,33.0
1.5,78.3,13.0,0.3,2.6,0.0,2.0,3.8,9.0,73.7,23771,19.6
0.0,83.9,6.3,0.8,2.5,0.1,1.1,5.3,6.7,80.1,24996,20.2
0.0,66.9,15.1,1.7,2.1,0.6,6.4,7.3,22.5,55.3,22109,29.0
0.0,66.4,15.5,2.4,1.7,2.5,3.8,7.7,22.7,53.1,27300,13.2
0.0,97.0,0.4,0.2,0.3,0.0,0.5,1.6,2.1,95.5,24665,13.9
1.0508333333333333,99.0,0.4,0.0,0.0,0.0,0.2,0.4,1.3,97.9,29167,9.3
1.290769230769231,93.7,3.9,0.0,0.9,0.0,0.0,1.5,0.9,93.4,25918,10.9
5.304,97.1,0.0,0.2,0.0,0.0,0.0,2.7,2.7,94.4,25815,18.2
0.0,88.3,1.3,0.0,1.8,0.0,1.3,7.3,1.1,88.1,35792,4.5
0.24666666666666667,94.4,0.6,0.4,1.8,0.0,0.7,2.1,1.4,94.1,31287,16.4
0.0,91.3,0.0,7.2,0.0,0.0,0.0,1.4,0.0,91.3,14766,19.2
1.7973333333333334,98.2,1.8,0.0,0.0,0.0,0.0,0.0,0.3,97.9,29207,4.2
0.0,67.5,16.6,0.0,7.4,0.0,4.1,4.5,6.9,67.2,27282,10.2
0.0,91.3,3.9,0.4,2.1,0.2,1.2,1.1,2.6,90.3,17054,14.9
0.0,95.4,0.5,0.2,1.0,0.0,0.4,2.5,2.2,93.8,30236,8.1
0.0,91.2,2.4,0.0,0.7,0.2,2.1,3.4,4.2,89.3,25527,17.1
1.0116666666666667,98.1,0.1,0.0,0.0,0.0,1.1,0.7,1.6,97.9,23347,14.7
0.0,98.1,0.2,0.0,0.0,0.0,0.0,1.7,1.7,98.1,23750,25.3
0.5126666666666667,97.0,0.3,0.1,0.2,0.0,0.0,2.3,2.2,95.4,26537,14.3
0.0,87.2,7.6,0.0,0.1,0.0,2.6,2.6,5.5,85.7,25644,6.9
2.1463636363636365,98.0,0.3,0.0,0.6,0.2,0.1,0.8,0.9,97.6,28136,13.9
0.238,95.4,0.6,0.2,0.4,0.0,0.3,3.2,3.0,92.6,25625,17.7
0.0,97.8,0.0,0.0,0.0,0.0,0.0,2.2,5.0,92.8,32500,26.6
0.0,97.7,0.9,0.2,0.0,0.0,0.0,1.2,0.5,97.4,23105,18.8
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,99.2,27000,9.6
0.0,98.9,0.3,0.0,0.0,0.0,0.0,0.8,0.9,98.2,27330,16.1
2.2849999999999997,96.6,0.0,0.0,0.6,0.0,0.1,2.8,0.5,96.3,24653,13.2
0.0,97.5,0.3,0.0,0.9,0.6,0.0,0.6,3.8,95.0,27813,16.0
0.0,69.2,16.0,0.7,4.8,0.0,3.2,6.2,19.8,56.8,29688,4.3
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,90.7,35522,3.6
0.0,99.2,0.0,0.0,0.0,0.0,0.0,0.8,0.8,99.2,20563,23.2
5.8066666666666675,91.6,4.9,0.2,0.2,0.0,1.9,1.2,3.8,90.4,21606,24.2
3.990666666666667,96.9,0.4,0.1,0.8,0.0,0.0,1.7,0.6,96.5,21940,26.4
0.625,98.7,0.0,0.4,0.4,0.0,0.0,0.4,0.5,98.3,23822,17.0
1.9135714285714285,98.0,0.4,0.0,0.0,0.0,0.0,1.5,2.4,95.6,27500,11.8
1.1215384615384616,97.8,0.5,0.2,0.0,0.7,0.1,0.7,0.8,97.1,28112,11.6
0.0,98.0,0.6,0.3,0.4,0.1,0.4,0.2,0.7,97.6,25722,37.8
0.0,5.4,0.1,81.0,1.6,2.0,4.5,5.4,8.0,5.4,28025,19.7
1.44,99.2,0.2,0.3,0.0,0.0,0.0,0.4,2.4,96.7,25319,14.3
1.3013333333333332,97.6,0.4,0.4,0.0,0.0,0.2,1.3,0.5,97.1,30313,14.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,99.4,22167,27.7
1.25,96.4,0.4,0.6,0.2,0.0,0.0,2.4,2.0,95.6,25202,22.3
1.5033333333333332,95.4,3.1,1.2,0.0,0.0,0.1,0.1,0.3,95.2,34000,12.1
0.0,97.6,0.9,0.0,0.6,0.0,0.0,0.9,0.3,97.3,28750,8.5
1.0,97.6,1.6,0.0,0.0,0.0,0.0,0.8,0.0,97.6,26857,15.0
0.0,96.7,0.0,0.0,0.0,0.0,0.4,2.9,1.2,96.7,21029,33.2
2.6288888888888886,95.9,1.0,1.7,0.1,0.0,0.4,1.0,1.1,95.2,25494,23.1
0.77,95.6,0.2,0.8,1.3,0.1,0.0,1.9,0.5,95.2,28276,12.5
0.0,95.2,0.0,0.7,0.5,0.0,0.0,3.6,2.6,93.8,22955,18.1
0.0,96.3,0.0,0.0,0.0,0.0,0.7,3.0,3.3,95.3,31324,18.7
0.4633333333333333,91.6,2.5,0.6,0.7,0.0,0.3,4.4,4.0,88.5,26393,13.3
0.0,89.5,3.9,0.5,2.7,0.0,1.4,2.0,3.9,87.7,15167,19.9
1.6835714285714285,98.8,0.0,0.0,0.0,0.0,0.5,0.7,2.5,97.5,21512,9.9
0.9464285714285714,93.0,1.0,0.0,0.0,0.0,0.2,5.8,0.2,93.0,20878,29.7
0.5558333333333333,96.7,0.7,0.0,0.5,0.1,0.0,1.9,0.4,96.6,24980,18.4
1.13625,99.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,99.5,32146,3.1
0.0,97.3,0.0,0.3,0.0,0.0,0.0,2.5,0.0,97.3,31926,9.6
2.009285714285714,94.9,1.1,0.0,0.5,0.0,0.6,2.8,3.8,91.6,34554,11.7
1.5154545454545456,95.7,0.7,0.3,1.1,0.0,0.3,1.8,1.4,94.6,25750,17.6
0.8888888888888888,93.2,1.3,0.4,0.4,0.0,0.2,4.6,4.1,91.7,27420,12.2
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23718,3.7
0.7692307692307693,92.4,2.8,3.1,0.0,0.0,0.0,1.7,1.7,92.4,33500,9.4
0.8323076923076923,98.8,0.0,0.7,0.0,0.0,0.0,0.4,0.0,98.8,18645,13.7
2.3808333333333334,96.6,1.3,0.5,0.8,0.0,0.0,0.8,1.3,95.4,28316,12.6
0.0,98.3,0.0,0.5,0.8,0.0,0.0,0.3,0.3,98.0,25179,10.4
0.0,99.2,0.1,0.0,0.5,0.0,0.0,0.1,1.1,98.2,35337,3.0
1.9483333333333335,98.1,0.2,0.2,0.2,0.0,0.0,1.3,0.9,97.3,28448,9.9
0.33999999999999997,99.9,0.1,0.0,0.0,0.0,0.0,0.0,4.1,95.7,26435,20.4
0.69625,98.9,0.0,0.0,0.4,0.0,0.0,0.7,0.5,98.4,30073,8.9
1.4289999999999998,98.5,0.4,0.0,0.5,0.0,0.0,0.5,2.3,96.6,30417,9.8
0.0,97.5,0.1,0.0,0.0,0.3,0.0,2.1,0.6,97.3,32089,10.6
2.060769230769231,98.6,0.0,0.0,0.0,0.1,0.1,1.3,0.8,98.6,32500,11.4
1.07125,94.9,0.0,1.2,0.2,0.0,1.1,2.5,0.8,94.7,26814,9.3
0.0,97.8,1.5,0.1,0.0,0.0,0.0,0.5,4.6,93.1,30976,15.1
